member #,member name,topic
84,Wendy Hernandez,Mechanism Design
84,Wendy Hernandez,Decision and Utility Theory
85,Kayla Morris,Human-Machine Interaction Techniques and Devices
85,Kayla Morris,"Phonology, Morphology, and Word Segmentation"
85,Kayla Morris,Bioinformatics
85,Kayla Morris,Swarm Intelligence
85,Kayla Morris,"Localisation, Mapping, and Navigation"
85,Kayla Morris,Time-Series and Data Streams
85,Kayla Morris,Cognitive Robotics
85,Kayla Morris,Sports
85,Kayla Morris,Other Multidisciplinary Topics
86,Nicholas Allen,Commonsense Reasoning
86,Nicholas Allen,Adversarial Attacks on NLP Systems
86,Nicholas Allen,Reinforcement Learning Theory
86,Nicholas Allen,Conversational AI and Dialogue Systems
86,Nicholas Allen,Agent-Based Simulation and Complex Systems
86,Nicholas Allen,Other Topics in Knowledge Representation and Reasoning
86,Nicholas Allen,Bayesian Networks
86,Nicholas Allen,Multiagent Planning
87,Timothy Smith,Machine Ethics
87,Timothy Smith,Language and Vision
87,Timothy Smith,"Continual, Online, and Real-Time Planning"
87,Timothy Smith,Mining Spatial and Temporal Data
87,Timothy Smith,Causal Learning
88,Donald Cole,Constraint Optimisation
88,Donald Cole,"Sentiment Analysis, Stylistic Analysis, and Argument Mining"
88,Donald Cole,Rule Mining and Pattern Mining
88,Donald Cole,"Understanding People: Theories, Concepts, and Methods"
88,Donald Cole,"Mining Visual, Multimedia, and Multimodal Data"
88,Donald Cole,Multiagent Planning
88,Donald Cole,Evolutionary Learning
88,Donald Cole,Sequential Decision Making
89,Michelle Best,Multi-Class/Multi-Label Learning and Extreme Classification
89,Michelle Best,Optimisation in Machine Learning
89,Michelle Best,Question Answering
89,Michelle Best,Scheduling
89,Michelle Best,Verification
90,Lisa Anderson,Human-Robot Interaction
90,Lisa Anderson,Fairness and Bias
90,Lisa Anderson,"Mining Visual, Multimedia, and Multimodal Data"
90,Lisa Anderson,Other Topics in Natural Language Processing
90,Lisa Anderson,Deep Generative Models and Auto-Encoders
90,Lisa Anderson,Representation Learning
90,Lisa Anderson,Learning Theory
90,Lisa Anderson,Stochastic Optimisation
90,Lisa Anderson,Causal Learning
90,Lisa Anderson,Constraint Satisfaction
91,Christopher Washington,Optimisation in Machine Learning
91,Christopher Washington,Biometrics
91,Christopher Washington,Aerospace
91,Christopher Washington,Discourse and Pragmatics
91,Christopher Washington,Fuzzy Sets and Systems
91,Christopher Washington,Solvers and Tools
91,Christopher Washington,Semantic Web
91,Christopher Washington,Human Computation and Crowdsourcing
91,Christopher Washington,Causal Learning
91,Christopher Washington,Scheduling
92,Dr. Melody,Distributed Machine Learning
92,Dr. Melody,"Other Topics Related to Fairness, Ethics, or Trust"
92,Dr. Melody,Classification and Regression
92,Dr. Melody,Sentence-Level Semantics and Textual Inference
92,Dr. Melody,Neuroscience
93,Brian Rodriguez,Satisfiability
93,Brian Rodriguez,Machine Learning for Robotics
93,Brian Rodriguez,Cognitive Modelling
93,Brian Rodriguez,Web and Network Science
93,Brian Rodriguez,Mining Heterogeneous Data
94,Peter Williams,Efficient Methods for Machine Learning
94,Peter Williams,Global Constraints
94,Peter Williams,Knowledge Compilation
94,Peter Williams,Non-Monotonic Reasoning
94,Peter Williams,Search in Planning and Scheduling
94,Peter Williams,Machine Learning for Computer Vision
94,Peter Williams,Personalisation and User Modelling
94,Peter Williams,Algorithmic Game Theory
94,Peter Williams,Video Understanding and Activity Analysis
94,Peter Williams,Dimensionality Reduction/Feature Selection
95,John Martinez,Privacy in Data Mining
95,John Martinez,Causal Learning
95,John Martinez,Data Compression
95,John Martinez,Multi-Class/Multi-Label Learning and Extreme Classification
95,John Martinez,Ensemble Methods
95,John Martinez,Trust
95,John Martinez,Hardware
95,John Martinez,Safety and Robustness
95,John Martinez,Graph-Based Machine Learning
95,John Martinez,Search in Planning and Scheduling
96,Alex Key,Efficient Methods for Machine Learning
96,Alex Key,Learning Preferences or Rankings
96,Alex Key,Smart Cities and Urban Planning
96,Alex Key,Ensemble Methods
96,Alex Key,Personalisation and User Modelling
96,Alex Key,Non-Monotonic Reasoning
96,Alex Key,Voting Theory
96,Alex Key,Partially Observable and Unobservable Domains
96,Alex Key,Multiagent Planning
97,Casey Stewart,Data Visualisation and Summarisation
97,Casey Stewart,Cognitive Modelling
97,Casey Stewart,Quantum Machine Learning
97,Casey Stewart,Medical and Biological Imaging
97,Casey Stewart,Life Sciences
97,Casey Stewart,Reasoning about Knowledge and Beliefs
98,Stacey Newton,Planning and Machine Learning
98,Stacey Newton,Planning and Decision Support for Human-Machine Teams
98,Stacey Newton,Physical Sciences
98,Stacey Newton,Time-Series and Data Streams
98,Stacey Newton,Mixed Discrete and Continuous Optimisation
98,Stacey Newton,Blockchain Technology
98,Stacey Newton,Human-Machine Interaction Techniques and Devices
98,Stacey Newton,Accountability
98,Stacey Newton,Distributed Machine Learning
98,Stacey Newton,"Segmentation, Grouping, and Shape Analysis"
99,Heather Moore,Quantum Computing
99,Heather Moore,Sports
99,Heather Moore,Scene Analysis and Understanding
99,Heather Moore,"Segmentation, Grouping, and Shape Analysis"
99,Heather Moore,Meta-Learning
99,Heather Moore,Inductive and Co-Inductive Logic Programming
99,Heather Moore,Constraint Optimisation
99,Heather Moore,Unsupervised and Self-Supervised Learning
99,Heather Moore,Reasoning about Action and Change
99,Heather Moore,Software Engineering
100,Wendy Smith,Knowledge Acquisition
100,Wendy Smith,Multimodal Perception and Sensor Fusion
100,Wendy Smith,Swarm Intelligence
100,Wendy Smith,Relational Learning
100,Wendy Smith,Human-in-the-loop Systems
100,Wendy Smith,Graph-Based Machine Learning
100,Wendy Smith,Robot Rights
100,Wendy Smith,Dimensionality Reduction/Feature Selection
100,Wendy Smith,Other Topics in Computer Vision
101,Susan Pittman,Information Retrieval
101,Susan Pittman,Information Extraction
101,Susan Pittman,Imitation Learning and Inverse Reinforcement Learning
101,Susan Pittman,Social Sciences
101,Susan Pittman,"Graph Mining, Social Network Analysis, and Community Mining"
102,Shawn Zamora,"Model Adaptation, Compression, and Distillation"
102,Shawn Zamora,Intelligent Virtual Agents
102,Shawn Zamora,Human-Aware Planning and Behaviour Prediction
102,Shawn Zamora,Human-Machine Interaction Techniques and Devices
102,Shawn Zamora,Knowledge Acquisition
102,Shawn Zamora,Spatial and Temporal Models of Uncertainty
102,Shawn Zamora,Global Constraints
102,Shawn Zamora,Aerospace
102,Shawn Zamora,Active Learning
103,Gary Moore,Deep Neural Network Architectures
103,Gary Moore,Reinforcement Learning Algorithms
103,Gary Moore,Scheduling
103,Gary Moore,Algorithmic Game Theory
103,Gary Moore,Aerospace
103,Gary Moore,Inductive and Co-Inductive Logic Programming
103,Gary Moore,Health and Medicine
103,Gary Moore,Speech and Multimodality
103,Gary Moore,Representation Learning
103,Gary Moore,Meta-Learning
104,Todd Welch,Logic Programming
104,Todd Welch,"Graph Mining, Social Network Analysis, and Community Mining"
104,Todd Welch,"Linguistic Theories, Cognitive Modelling, and Psycholinguistics"
104,Todd Welch,Multi-Instance/Multi-View Learning
104,Todd Welch,Video Understanding and Activity Analysis
104,Todd Welch,Machine Ethics
104,Todd Welch,Physical Sciences
104,Todd Welch,Databases
104,Todd Welch,Ensemble Methods
104,Todd Welch,Learning Preferences or Rankings
105,Patrick Smith,Computer Vision Theory
105,Patrick Smith,Robot Rights
105,Patrick Smith,Explainability and Interpretability in Machine Learning
105,Patrick Smith,Medical and Biological Imaging
105,Patrick Smith,Multiagent Learning
105,Patrick Smith,Ensemble Methods
106,Keith Davies,Machine Learning for NLP
106,Keith Davies,Lexical Semantics
106,Keith Davies,3D Computer Vision
106,Keith Davies,Morality and Value-Based AI
106,Keith Davies,Inductive and Co-Inductive Logic Programming
106,Keith Davies,"Continual, Online, and Real-Time Planning"
106,Keith Davies,Search in Planning and Scheduling
106,Keith Davies,Decision and Utility Theory
107,Jennifer Elliott,"Localisation, Mapping, and Navigation"
107,Jennifer Elliott,Education
107,Jennifer Elliott,Question Answering
107,Jennifer Elliott,Mechanism Design
107,Jennifer Elliott,Scheduling
108,Timothy Henderson,Human-Computer Interaction
108,Timothy Henderson,Other Topics in Constraints and Satisfiability
108,Timothy Henderson,"Other Topics Related to Fairness, Ethics, or Trust"
108,Timothy Henderson,Human Computation and Crowdsourcing
108,Timothy Henderson,Economics and Finance
109,Kathleen Gonzales,Motion and Tracking
109,Kathleen Gonzales,Stochastic Models and Probabilistic Inference
109,Kathleen Gonzales,Privacy-Aware Machine Learning
109,Kathleen Gonzales,Image and Video Generation
109,Kathleen Gonzales,Relational Learning
109,Kathleen Gonzales,Other Multidisciplinary Topics
109,Kathleen Gonzales,Information Extraction
109,Kathleen Gonzales,Automated Learning and Hyperparameter Tuning
109,Kathleen Gonzales,Web Search
110,Scott Jones,Education
110,Scott Jones,Fairness and Bias
110,Scott Jones,Environmental Impacts of AI
110,Scott Jones,"Linguistic Theories, Cognitive Modelling, and Psycholinguistics"
110,Scott Jones,Description Logics
110,Scott Jones,Social Sciences
110,Scott Jones,Representation Learning for Computer Vision
110,Scott Jones,Knowledge Representation Languages
110,Scott Jones,Ontologies
110,Scott Jones,Web and Network Science
111,Alyssa Graham,Constraint Programming
111,Alyssa Graham,Non-Probabilistic Models of Uncertainty
111,Alyssa Graham,Game Playing
111,Alyssa Graham,Health and Medicine
111,Alyssa Graham,Reinforcement Learning with Human Feedback
111,Alyssa Graham,Accountability
111,Alyssa Graham,NLP Resources and Evaluation
111,Alyssa Graham,Learning Human Values and Preferences
111,Alyssa Graham,Text Mining
112,Marissa Willis,3D Computer Vision
112,Marissa Willis,Fairness and Bias
112,Marissa Willis,Multimodal Perception and Sensor Fusion
112,Marissa Willis,Distributed Problem Solving
112,Marissa Willis,Ontology Induction from Text
113,Gary Jones,Evaluation and Analysis in Machine Learning
113,Gary Jones,Planning and Decision Support for Human-Machine Teams
113,Gary Jones,Semi-Supervised Learning
113,Gary Jones,Explainability in Computer Vision
113,Gary Jones,Mobility
114,Catherine Ross,Constraint Programming
114,Catherine Ross,Responsible AI
114,Catherine Ross,Reinforcement Learning Theory
114,Catherine Ross,Societal Impacts of AI
114,Catherine Ross,Semi-Supervised Learning
115,Daniel Horne,Inductive and Co-Inductive Logic Programming
115,Daniel Horne,Argumentation
115,Daniel Horne,Learning Human Values and Preferences
115,Daniel Horne,Sports
115,Daniel Horne,"Graph Mining, Social Network Analysis, and Community Mining"
115,Daniel Horne,Machine Learning for Robotics
115,Daniel Horne,Evaluation and Analysis in Machine Learning
116,Marilyn Ward,Arts and Creativity
116,Marilyn Ward,Autonomous Driving
116,Marilyn Ward,Behaviour Learning and Control for Robotics
116,Marilyn Ward,Description Logics
116,Marilyn Ward,Philosophical Foundations of AI
116,Marilyn Ward,Visual Reasoning and Symbolic Representation
117,Mary Bowman,Constraint Programming
117,Mary Bowman,Bioinformatics
117,Mary Bowman,Philosophy and Ethics
117,Mary Bowman,Other Topics in Natural Language Processing
117,Mary Bowman,Arts and Creativity
117,Mary Bowman,Automated Learning and Hyperparameter Tuning
117,Mary Bowman,Motion and Tracking
117,Mary Bowman,Abductive Reasoning and Diagnosis
117,Mary Bowman,Other Topics in Planning and Search
117,Mary Bowman,Federated Learning
118,Timothy Mason,Rule Mining and Pattern Mining
118,Timothy Mason,Computer Games
118,Timothy Mason,Satisfiability Modulo Theories
118,Timothy Mason,Multiagent Planning
118,Timothy Mason,Consciousness and Philosophy of Mind
118,Timothy Mason,Swarm Intelligence
119,Micheal Thompson,Health and Medicine
119,Micheal Thompson,Swarm Intelligence
119,Micheal Thompson,Mining Codebase and Software Repositories
119,Micheal Thompson,Anomaly/Outlier Detection
119,Micheal Thompson,Computer Games
119,Micheal Thompson,Biometrics
119,Micheal Thompson,Human-in-the-loop Systems
119,Micheal Thompson,Game Playing
119,Micheal Thompson,Multilingualism and Linguistic Diversity
119,Micheal Thompson,Combinatorial Search and Optimisation
120,Katie Gordon,Environmental Impacts of AI
120,Katie Gordon,Trust
120,Katie Gordon,Machine Translation
120,Katie Gordon,User Modelling and Personalisation
120,Katie Gordon,Planning and Machine Learning
120,Katie Gordon,Semantic Web
120,Katie Gordon,Activity and Plan Recognition
120,Katie Gordon,Neuro-Symbolic Methods
121,Alexis Dominguez,Mining Spatial and Temporal Data
121,Alexis Dominguez,Combinatorial Search and Optimisation
121,Alexis Dominguez,"Model Adaptation, Compression, and Distillation"
121,Alexis Dominguez,Non-Probabilistic Models of Uncertainty
121,Alexis Dominguez,Explainability (outside Machine Learning)
121,Alexis Dominguez,Object Detection and Categorisation
122,John Jefferson,Machine Ethics
122,John Jefferson,Reinforcement Learning Theory
122,John Jefferson,Software Engineering
122,John Jefferson,Quantum Computing
122,John Jefferson,Ontology Induction from Text
122,John Jefferson,Explainability in Computer Vision
122,John Jefferson,Entertainment
122,John Jefferson,Fair Division
122,John Jefferson,Dynamic Programming
122,John Jefferson,"Conformant, Contingent, and Adversarial Planning"
123,James Stevens,Image and Video Retrieval
123,James Stevens,Real-Time Systems
123,James Stevens,Causality
123,James Stevens,Heuristic Search
123,James Stevens,Philosophical Foundations of AI
124,Sean Stafford,Natural Language Generation
124,Sean Stafford,Morality and Value-Based AI
124,Sean Stafford,Computer Games
124,Sean Stafford,Human-in-the-loop Systems
124,Sean Stafford,"Sentiment Analysis, Stylistic Analysis, and Argument Mining"
124,Sean Stafford,Video Understanding and Activity Analysis
125,Guy Smith,Search in Planning and Scheduling
125,Guy Smith,Other Topics in Uncertainty in AI
125,Guy Smith,News and Media
125,Guy Smith,Rule Mining and Pattern Mining
125,Guy Smith,Multi-Instance/Multi-View Learning
126,Theresa Smith,Mixed Discrete and Continuous Optimisation
126,Theresa Smith,Automated Reasoning and Theorem Proving
126,Theresa Smith,Education
126,Theresa Smith,Big Data and Scalability
126,Theresa Smith,Classical Planning
127,Ashley Blanchard,"Linguistic Theories, Cognitive Modelling, and Psycholinguistics"
127,Ashley Blanchard,Multi-Robot Systems
127,Ashley Blanchard,Entertainment
127,Ashley Blanchard,Privacy and Security
127,Ashley Blanchard,3D Computer Vision
127,Ashley Blanchard,Mining Semi-Structured Data
127,Ashley Blanchard,Explainability and Interpretability in Machine Learning
127,Ashley Blanchard,Health and Medicine
127,Ashley Blanchard,Responsible AI
128,Alexander Cobb,Commonsense Reasoning
128,Alexander Cobb,Uncertainty Representations
128,Alexander Cobb,Online Learning and Bandits
128,Alexander Cobb,"Localisation, Mapping, and Navigation"
128,Alexander Cobb,Other Topics in Planning and Search
128,Alexander Cobb,Other Topics in Knowledge Representation and Reasoning
128,Alexander Cobb,Sentence-Level Semantics and Textual Inference
128,Alexander Cobb,Behavioural Game Theory
129,Catherine Diaz,Heuristic Search
129,Catherine Diaz,Deep Learning Theory
129,Catherine Diaz,Automated Reasoning and Theorem Proving
129,Catherine Diaz,Human Computation and Crowdsourcing
129,Catherine Diaz,Human-Machine Interaction Techniques and Devices
129,Catherine Diaz,Adversarial Learning and Robustness
129,Catherine Diaz,Automated Learning and Hyperparameter Tuning
129,Catherine Diaz,Preferences
129,Catherine Diaz,Satisfiability
129,Catherine Diaz,Explainability (outside Machine Learning)
130,Mr. Brian,Deep Learning Theory
130,Mr. Brian,Logic Foundations
130,Mr. Brian,"Communication, Coordination, and Collaboration"
130,Mr. Brian,Game Playing
130,Mr. Brian,Automated Learning and Hyperparameter Tuning
130,Mr. Brian,Conversational AI and Dialogue Systems
130,Mr. Brian,Philosophy and Ethics
131,Roger Wall,Image and Video Retrieval
131,Roger Wall,Online Learning and Bandits
131,Roger Wall,"Sentiment Analysis, Stylistic Analysis, and Argument Mining"
131,Roger Wall,Other Topics in Knowledge Representation and Reasoning
131,Roger Wall,Bayesian Networks
131,Roger Wall,Algorithmic Game Theory
131,Roger Wall,Web and Network Science
131,Roger Wall,Smart Cities and Urban Planning
131,Roger Wall,Human-Computer Interaction
131,Roger Wall,Other Topics in Multiagent Systems
