member #,member name,submission #,bid
49,Andre Hunter,496,yes
49,Andre Hunter,654,maybe
49,Andre Hunter,672,maybe
49,Andre Hunter,687,yes
49,Andre Hunter,784,yes
49,Andre Hunter,813,yes
49,Andre Hunter,835,yes
49,Andre Hunter,841,maybe
49,Andre Hunter,895,maybe
49,Andre Hunter,898,maybe
49,Andre Hunter,916,maybe
49,Andre Hunter,919,maybe
49,Andre Hunter,929,maybe
50,Monique Crawford,24,yes
50,Monique Crawford,31,yes
50,Monique Crawford,37,yes
50,Monique Crawford,52,yes
50,Monique Crawford,76,yes
50,Monique Crawford,130,maybe
50,Monique Crawford,378,yes
50,Monique Crawford,484,yes
50,Monique Crawford,556,maybe
50,Monique Crawford,664,yes
50,Monique Crawford,689,maybe
50,Monique Crawford,762,yes
50,Monique Crawford,812,maybe
50,Monique Crawford,822,maybe
50,Monique Crawford,881,maybe
50,Monique Crawford,981,maybe
51,Terry Myers,7,yes
51,Terry Myers,25,maybe
51,Terry Myers,27,maybe
51,Terry Myers,34,maybe
51,Terry Myers,56,maybe
51,Terry Myers,62,maybe
51,Terry Myers,177,yes
51,Terry Myers,229,yes
51,Terry Myers,287,maybe
51,Terry Myers,346,maybe
51,Terry Myers,466,maybe
51,Terry Myers,496,maybe
51,Terry Myers,497,maybe
51,Terry Myers,515,yes
51,Terry Myers,522,maybe
51,Terry Myers,568,maybe
51,Terry Myers,646,yes
51,Terry Myers,819,maybe
51,Terry Myers,863,maybe
51,Terry Myers,901,maybe
51,Terry Myers,917,yes
51,Terry Myers,938,maybe
51,Terry Myers,985,maybe
51,Terry Myers,999,maybe
52,Katie Miller,6,yes
52,Katie Miller,58,maybe
52,Katie Miller,113,maybe
52,Katie Miller,186,yes
52,Katie Miller,202,yes
52,Katie Miller,225,yes
52,Katie Miller,271,yes
52,Katie Miller,384,maybe
52,Katie Miller,394,yes
52,Katie Miller,462,yes
52,Katie Miller,496,yes
52,Katie Miller,515,maybe
52,Katie Miller,747,yes
52,Katie Miller,768,yes
52,Katie Miller,797,maybe
52,Katie Miller,818,maybe
52,Katie Miller,866,yes
52,Katie Miller,892,maybe
52,Katie Miller,900,maybe
52,Katie Miller,961,yes
52,Katie Miller,973,maybe
52,Katie Miller,977,maybe
52,Katie Miller,994,yes
53,Olivia Garza,37,maybe
53,Olivia Garza,48,yes
53,Olivia Garza,61,maybe
53,Olivia Garza,90,yes
53,Olivia Garza,183,yes
53,Olivia Garza,185,yes
53,Olivia Garza,195,yes
53,Olivia Garza,284,yes
53,Olivia Garza,291,yes
53,Olivia Garza,366,yes
53,Olivia Garza,385,maybe
53,Olivia Garza,387,maybe
53,Olivia Garza,435,maybe
53,Olivia Garza,449,maybe
53,Olivia Garza,463,yes
53,Olivia Garza,563,yes
53,Olivia Garza,577,maybe
53,Olivia Garza,645,maybe
53,Olivia Garza,741,yes
53,Olivia Garza,758,yes
53,Olivia Garza,854,yes
53,Olivia Garza,877,yes
53,Olivia Garza,939,maybe
54,Brian Wyatt,37,maybe
54,Brian Wyatt,49,maybe
54,Brian Wyatt,154,maybe
54,Brian Wyatt,242,yes
54,Brian Wyatt,292,maybe
54,Brian Wyatt,355,maybe
54,Brian Wyatt,381,yes
54,Brian Wyatt,410,maybe
54,Brian Wyatt,425,maybe
54,Brian Wyatt,429,maybe
54,Brian Wyatt,587,maybe
54,Brian Wyatt,592,yes
54,Brian Wyatt,636,maybe
54,Brian Wyatt,689,maybe
54,Brian Wyatt,754,yes
54,Brian Wyatt,778,yes
54,Brian Wyatt,798,yes
54,Brian Wyatt,808,maybe
54,Brian Wyatt,914,yes
54,Brian Wyatt,998,maybe
55,Sonia Tucker,139,yes
55,Sonia Tucker,144,yes
55,Sonia Tucker,233,maybe
55,Sonia Tucker,285,yes
55,Sonia Tucker,331,maybe
55,Sonia Tucker,336,maybe
55,Sonia Tucker,357,maybe
55,Sonia Tucker,380,yes
55,Sonia Tucker,385,yes
55,Sonia Tucker,500,yes
55,Sonia Tucker,509,maybe
55,Sonia Tucker,615,maybe
55,Sonia Tucker,640,maybe
55,Sonia Tucker,691,maybe
55,Sonia Tucker,698,yes
55,Sonia Tucker,773,maybe
55,Sonia Tucker,824,yes
55,Sonia Tucker,921,maybe
55,Sonia Tucker,924,yes
56,Christopher Owens,4,maybe
56,Christopher Owens,19,maybe
56,Christopher Owens,37,maybe
56,Christopher Owens,47,maybe
56,Christopher Owens,113,yes
56,Christopher Owens,172,maybe
56,Christopher Owens,300,maybe
56,Christopher Owens,456,maybe
56,Christopher Owens,474,yes
56,Christopher Owens,478,maybe
56,Christopher Owens,517,yes
56,Christopher Owens,531,maybe
56,Christopher Owens,551,yes
56,Christopher Owens,652,maybe
56,Christopher Owens,721,maybe
56,Christopher Owens,920,yes
57,Marcus Hayes,50,yes
57,Marcus Hayes,207,maybe
57,Marcus Hayes,242,yes
57,Marcus Hayes,296,yes
57,Marcus Hayes,403,yes
57,Marcus Hayes,521,yes
57,Marcus Hayes,522,yes
57,Marcus Hayes,584,maybe
57,Marcus Hayes,629,maybe
57,Marcus Hayes,694,maybe
57,Marcus Hayes,702,maybe
57,Marcus Hayes,774,yes
57,Marcus Hayes,777,yes
57,Marcus Hayes,916,yes
57,Marcus Hayes,965,yes
58,Robert Taylor,7,yes
58,Robert Taylor,178,yes
58,Robert Taylor,252,maybe
58,Robert Taylor,278,maybe
58,Robert Taylor,343,maybe
58,Robert Taylor,366,yes
58,Robert Taylor,380,yes
58,Robert Taylor,384,maybe
58,Robert Taylor,513,yes
58,Robert Taylor,559,yes
58,Robert Taylor,606,maybe
58,Robert Taylor,671,maybe
58,Robert Taylor,705,yes
58,Robert Taylor,786,yes
58,Robert Taylor,875,yes
58,Robert Taylor,939,maybe
58,Robert Taylor,994,maybe
58,Robert Taylor,999,maybe
59,Brian Elliott,56,yes
59,Brian Elliott,118,yes
59,Brian Elliott,308,maybe
59,Brian Elliott,324,maybe
59,Brian Elliott,355,maybe
59,Brian Elliott,447,maybe
59,Brian Elliott,449,maybe
59,Brian Elliott,502,maybe
59,Brian Elliott,571,maybe
59,Brian Elliott,608,yes
59,Brian Elliott,650,yes
59,Brian Elliott,691,maybe
59,Brian Elliott,725,yes
59,Brian Elliott,823,yes
59,Brian Elliott,836,maybe
59,Brian Elliott,838,yes
59,Brian Elliott,853,maybe
59,Brian Elliott,878,yes
59,Brian Elliott,888,maybe
59,Brian Elliott,892,maybe
59,Brian Elliott,931,maybe
59,Brian Elliott,957,yes
59,Brian Elliott,992,maybe
60,Robert Montes,22,yes
60,Robert Montes,29,yes
60,Robert Montes,58,maybe
60,Robert Montes,167,yes
60,Robert Montes,184,maybe
60,Robert Montes,249,yes
60,Robert Montes,264,yes
60,Robert Montes,288,yes
60,Robert Montes,320,maybe
60,Robert Montes,412,yes
60,Robert Montes,487,yes
60,Robert Montes,488,maybe
60,Robert Montes,531,maybe
60,Robert Montes,643,maybe
60,Robert Montes,664,yes
60,Robert Montes,684,maybe
60,Robert Montes,734,maybe
60,Robert Montes,740,yes
60,Robert Montes,760,maybe
60,Robert Montes,795,maybe
60,Robert Montes,852,maybe
60,Robert Montes,883,maybe
60,Robert Montes,898,yes
60,Robert Montes,980,maybe
61,Amber Novak,29,yes
61,Amber Novak,212,yes
61,Amber Novak,252,yes
61,Amber Novak,283,yes
61,Amber Novak,322,yes
61,Amber Novak,367,yes
61,Amber Novak,384,yes
61,Amber Novak,436,maybe
61,Amber Novak,479,yes
61,Amber Novak,559,maybe
61,Amber Novak,578,yes
61,Amber Novak,611,yes
61,Amber Novak,619,maybe
61,Amber Novak,675,maybe
61,Amber Novak,680,yes
61,Amber Novak,736,yes
61,Amber Novak,752,yes
61,Amber Novak,772,yes
61,Amber Novak,802,yes
61,Amber Novak,829,maybe
61,Amber Novak,879,yes
61,Amber Novak,882,maybe
61,Amber Novak,893,maybe
61,Amber Novak,899,yes
61,Amber Novak,905,yes
62,Gary Robinson,55,yes
62,Gary Robinson,59,maybe
62,Gary Robinson,75,yes
62,Gary Robinson,119,maybe
62,Gary Robinson,152,yes
62,Gary Robinson,191,yes
62,Gary Robinson,268,yes
62,Gary Robinson,338,yes
62,Gary Robinson,358,yes
62,Gary Robinson,460,yes
62,Gary Robinson,463,maybe
62,Gary Robinson,471,yes
62,Gary Robinson,585,yes
62,Gary Robinson,588,maybe
62,Gary Robinson,632,maybe
62,Gary Robinson,650,maybe
62,Gary Robinson,654,maybe
62,Gary Robinson,663,maybe
62,Gary Robinson,664,maybe
62,Gary Robinson,770,maybe
62,Gary Robinson,772,maybe
62,Gary Robinson,794,yes
62,Gary Robinson,813,maybe
62,Gary Robinson,951,yes
62,Gary Robinson,952,maybe
63,April Wright,19,maybe
63,April Wright,42,yes
63,April Wright,217,maybe
63,April Wright,258,yes
63,April Wright,464,maybe
63,April Wright,566,maybe
63,April Wright,586,yes
63,April Wright,647,yes
63,April Wright,672,maybe
63,April Wright,679,yes
63,April Wright,709,yes
63,April Wright,737,maybe
63,April Wright,750,yes
63,April Wright,951,yes
63,April Wright,960,yes
64,Michael Butler,38,maybe
64,Michael Butler,39,yes
64,Michael Butler,74,maybe
64,Michael Butler,153,maybe
64,Michael Butler,184,yes
64,Michael Butler,200,yes
64,Michael Butler,294,yes
64,Michael Butler,309,yes
64,Michael Butler,342,maybe
64,Michael Butler,347,yes
64,Michael Butler,516,maybe
64,Michael Butler,569,yes
64,Michael Butler,623,yes
64,Michael Butler,649,maybe
64,Michael Butler,689,maybe
64,Michael Butler,704,yes
64,Michael Butler,967,yes
502,Barbara Anderson,27,maybe
502,Barbara Anderson,77,yes
502,Barbara Anderson,150,yes
502,Barbara Anderson,287,maybe
502,Barbara Anderson,300,yes
502,Barbara Anderson,365,maybe
502,Barbara Anderson,401,yes
502,Barbara Anderson,438,yes
502,Barbara Anderson,457,yes
502,Barbara Anderson,468,maybe
502,Barbara Anderson,508,maybe
502,Barbara Anderson,634,yes
502,Barbara Anderson,793,yes
502,Barbara Anderson,810,maybe
502,Barbara Anderson,811,yes
502,Barbara Anderson,831,maybe
502,Barbara Anderson,848,maybe
502,Barbara Anderson,882,maybe
502,Barbara Anderson,924,maybe
502,Barbara Anderson,933,yes
502,Barbara Anderson,950,yes
66,Mallory Porter,64,maybe
66,Mallory Porter,143,yes
66,Mallory Porter,174,maybe
66,Mallory Porter,240,yes
66,Mallory Porter,249,maybe
66,Mallory Porter,264,yes
66,Mallory Porter,265,yes
66,Mallory Porter,298,maybe
66,Mallory Porter,322,yes
66,Mallory Porter,358,yes
66,Mallory Porter,417,maybe
66,Mallory Porter,565,maybe
66,Mallory Porter,681,maybe
66,Mallory Porter,744,yes
66,Mallory Porter,768,yes
66,Mallory Porter,785,yes
66,Mallory Porter,795,yes
66,Mallory Porter,817,maybe
66,Mallory Porter,838,yes
66,Mallory Porter,852,maybe
66,Mallory Porter,906,yes
66,Mallory Porter,908,yes
66,Mallory Porter,927,maybe
66,Mallory Porter,944,yes
66,Mallory Porter,960,maybe
67,Vanessa Johnston,234,maybe
67,Vanessa Johnston,250,maybe
67,Vanessa Johnston,258,maybe
67,Vanessa Johnston,338,yes
67,Vanessa Johnston,359,yes
67,Vanessa Johnston,364,maybe
67,Vanessa Johnston,400,maybe
67,Vanessa Johnston,404,maybe
67,Vanessa Johnston,435,yes
67,Vanessa Johnston,459,yes
67,Vanessa Johnston,493,yes
67,Vanessa Johnston,511,yes
67,Vanessa Johnston,602,yes
67,Vanessa Johnston,634,maybe
67,Vanessa Johnston,641,yes
67,Vanessa Johnston,670,yes
67,Vanessa Johnston,678,yes
67,Vanessa Johnston,694,yes
67,Vanessa Johnston,727,maybe
67,Vanessa Johnston,814,yes
67,Vanessa Johnston,906,yes
67,Vanessa Johnston,925,maybe
67,Vanessa Johnston,938,yes
67,Vanessa Johnston,941,maybe
67,Vanessa Johnston,998,yes
68,Stacey Hernandez,28,maybe
68,Stacey Hernandez,100,maybe
68,Stacey Hernandez,139,yes
68,Stacey Hernandez,140,maybe
68,Stacey Hernandez,207,yes
68,Stacey Hernandez,254,maybe
68,Stacey Hernandez,323,maybe
68,Stacey Hernandez,365,maybe
68,Stacey Hernandez,425,maybe
68,Stacey Hernandez,440,maybe
68,Stacey Hernandez,456,maybe
68,Stacey Hernandez,467,maybe
68,Stacey Hernandez,478,maybe
68,Stacey Hernandez,527,maybe
68,Stacey Hernandez,632,maybe
68,Stacey Hernandez,639,yes
68,Stacey Hernandez,665,maybe
68,Stacey Hernandez,971,maybe
68,Stacey Hernandez,987,maybe
69,Karen Schmidt,15,maybe
69,Karen Schmidt,30,yes
69,Karen Schmidt,111,yes
69,Karen Schmidt,131,maybe
69,Karen Schmidt,193,maybe
69,Karen Schmidt,270,yes
69,Karen Schmidt,335,maybe
69,Karen Schmidt,359,maybe
69,Karen Schmidt,386,yes
69,Karen Schmidt,469,yes
69,Karen Schmidt,498,yes
69,Karen Schmidt,521,maybe
69,Karen Schmidt,543,yes
69,Karen Schmidt,597,yes
69,Karen Schmidt,608,maybe
69,Karen Schmidt,622,yes
69,Karen Schmidt,692,maybe
69,Karen Schmidt,705,maybe
69,Karen Schmidt,972,yes
69,Karen Schmidt,985,maybe
70,Robert Cox,44,yes
70,Robert Cox,47,yes
70,Robert Cox,64,maybe
70,Robert Cox,115,yes
70,Robert Cox,131,maybe
70,Robert Cox,137,yes
70,Robert Cox,177,maybe
70,Robert Cox,183,maybe
70,Robert Cox,355,maybe
70,Robert Cox,446,maybe
70,Robert Cox,573,yes
70,Robert Cox,603,maybe
70,Robert Cox,651,maybe
70,Robert Cox,660,maybe
70,Robert Cox,681,yes
70,Robert Cox,736,yes
70,Robert Cox,783,yes
70,Robert Cox,810,yes
71,Tyler Warren,47,yes
71,Tyler Warren,54,maybe
71,Tyler Warren,79,maybe
71,Tyler Warren,127,yes
71,Tyler Warren,160,maybe
71,Tyler Warren,172,yes
71,Tyler Warren,195,yes
71,Tyler Warren,225,maybe
71,Tyler Warren,233,maybe
71,Tyler Warren,272,yes
71,Tyler Warren,277,maybe
71,Tyler Warren,324,yes
71,Tyler Warren,388,maybe
71,Tyler Warren,427,yes
71,Tyler Warren,444,maybe
71,Tyler Warren,487,maybe
71,Tyler Warren,606,yes
71,Tyler Warren,666,yes
71,Tyler Warren,754,maybe
71,Tyler Warren,764,maybe
71,Tyler Warren,803,maybe
71,Tyler Warren,806,maybe
71,Tyler Warren,944,yes
71,Tyler Warren,951,maybe
71,Tyler Warren,986,yes
71,Tyler Warren,994,maybe
72,David Lyons,34,yes
72,David Lyons,39,yes
72,David Lyons,50,maybe
72,David Lyons,57,yes
72,David Lyons,70,yes
72,David Lyons,89,yes
72,David Lyons,266,yes
72,David Lyons,314,maybe
72,David Lyons,339,yes
72,David Lyons,365,maybe
72,David Lyons,429,maybe
72,David Lyons,472,yes
72,David Lyons,545,maybe
72,David Lyons,556,yes
72,David Lyons,611,maybe
72,David Lyons,618,yes
72,David Lyons,626,yes
72,David Lyons,696,yes
72,David Lyons,795,maybe
72,David Lyons,899,yes
72,David Lyons,928,maybe
72,David Lyons,950,maybe
72,David Lyons,954,maybe
73,Noah Zamora,11,yes
73,Noah Zamora,25,yes
73,Noah Zamora,73,yes
73,Noah Zamora,130,yes
73,Noah Zamora,144,maybe
73,Noah Zamora,166,yes
73,Noah Zamora,171,maybe
73,Noah Zamora,204,maybe
73,Noah Zamora,211,yes
73,Noah Zamora,212,yes
73,Noah Zamora,255,yes
73,Noah Zamora,280,maybe
73,Noah Zamora,297,maybe
73,Noah Zamora,526,maybe
73,Noah Zamora,551,yes
73,Noah Zamora,633,maybe
73,Noah Zamora,648,yes
73,Noah Zamora,715,maybe
73,Noah Zamora,789,maybe
73,Noah Zamora,796,maybe
73,Noah Zamora,847,maybe
73,Noah Zamora,849,maybe
73,Noah Zamora,851,yes
73,Noah Zamora,858,maybe
73,Noah Zamora,870,maybe
73,Noah Zamora,959,maybe
73,Noah Zamora,964,maybe
74,Jeremy Ferguson,63,maybe
74,Jeremy Ferguson,64,yes
74,Jeremy Ferguson,75,yes
74,Jeremy Ferguson,90,maybe
74,Jeremy Ferguson,162,yes
74,Jeremy Ferguson,222,maybe
74,Jeremy Ferguson,236,yes
74,Jeremy Ferguson,283,yes
74,Jeremy Ferguson,285,yes
74,Jeremy Ferguson,291,maybe
74,Jeremy Ferguson,301,maybe
74,Jeremy Ferguson,324,yes
74,Jeremy Ferguson,383,maybe
74,Jeremy Ferguson,403,yes
74,Jeremy Ferguson,428,yes
74,Jeremy Ferguson,565,yes
74,Jeremy Ferguson,777,maybe
74,Jeremy Ferguson,855,yes
74,Jeremy Ferguson,992,maybe
75,Daniel Durham,34,yes
75,Daniel Durham,84,maybe
75,Daniel Durham,282,maybe
75,Daniel Durham,342,yes
75,Daniel Durham,344,maybe
75,Daniel Durham,377,maybe
75,Daniel Durham,412,yes
75,Daniel Durham,419,yes
75,Daniel Durham,448,maybe
75,Daniel Durham,494,maybe
75,Daniel Durham,546,maybe
75,Daniel Durham,557,maybe
75,Daniel Durham,574,maybe
75,Daniel Durham,584,yes
75,Daniel Durham,687,yes
75,Daniel Durham,753,maybe
75,Daniel Durham,793,yes
75,Daniel Durham,824,yes
75,Daniel Durham,845,yes
75,Daniel Durham,851,maybe
75,Daniel Durham,899,yes
75,Daniel Durham,906,maybe
75,Daniel Durham,915,yes
75,Daniel Durham,986,maybe
1469,Mr. Samuel,54,yes
1469,Mr. Samuel,92,yes
1469,Mr. Samuel,95,maybe
1469,Mr. Samuel,220,yes
1469,Mr. Samuel,232,yes
1469,Mr. Samuel,246,yes
1469,Mr. Samuel,413,yes
1469,Mr. Samuel,433,yes
1469,Mr. Samuel,453,maybe
1469,Mr. Samuel,469,yes
1469,Mr. Samuel,502,maybe
1469,Mr. Samuel,523,maybe
1469,Mr. Samuel,615,maybe
1469,Mr. Samuel,648,yes
1469,Mr. Samuel,654,maybe
1469,Mr. Samuel,704,maybe
1469,Mr. Samuel,757,maybe
1469,Mr. Samuel,920,yes
1568,Ryan King,11,maybe
1568,Ryan King,16,maybe
1568,Ryan King,32,yes
1568,Ryan King,59,yes
1568,Ryan King,62,maybe
1568,Ryan King,79,maybe
1568,Ryan King,88,yes
1568,Ryan King,204,maybe
1568,Ryan King,246,maybe
1568,Ryan King,298,yes
1568,Ryan King,304,yes
1568,Ryan King,305,yes
1568,Ryan King,328,maybe
1568,Ryan King,367,yes
1568,Ryan King,387,yes
1568,Ryan King,459,yes
1568,Ryan King,460,yes
1568,Ryan King,566,maybe
1568,Ryan King,581,maybe
1568,Ryan King,622,maybe
1568,Ryan King,792,maybe
1568,Ryan King,793,maybe
1568,Ryan King,852,maybe
1568,Ryan King,853,yes
1568,Ryan King,883,yes
1568,Ryan King,912,yes
78,Elizabeth Palmer,4,maybe
78,Elizabeth Palmer,27,maybe
78,Elizabeth Palmer,100,maybe
78,Elizabeth Palmer,101,maybe
78,Elizabeth Palmer,149,yes
78,Elizabeth Palmer,163,maybe
78,Elizabeth Palmer,198,maybe
78,Elizabeth Palmer,240,yes
78,Elizabeth Palmer,284,yes
78,Elizabeth Palmer,317,yes
78,Elizabeth Palmer,319,maybe
78,Elizabeth Palmer,340,yes
78,Elizabeth Palmer,373,yes
78,Elizabeth Palmer,378,maybe
78,Elizabeth Palmer,434,maybe
78,Elizabeth Palmer,435,yes
78,Elizabeth Palmer,585,yes
78,Elizabeth Palmer,612,maybe
78,Elizabeth Palmer,659,yes
78,Elizabeth Palmer,661,yes
78,Elizabeth Palmer,706,maybe
78,Elizabeth Palmer,726,yes
78,Elizabeth Palmer,977,maybe
79,Jennifer Martin,10,maybe
79,Jennifer Martin,131,maybe
79,Jennifer Martin,141,yes
79,Jennifer Martin,245,maybe
79,Jennifer Martin,257,yes
79,Jennifer Martin,290,maybe
79,Jennifer Martin,384,maybe
79,Jennifer Martin,431,yes
79,Jennifer Martin,476,maybe
79,Jennifer Martin,523,yes
79,Jennifer Martin,560,yes
79,Jennifer Martin,615,yes
79,Jennifer Martin,625,yes
79,Jennifer Martin,633,maybe
79,Jennifer Martin,645,maybe
79,Jennifer Martin,778,maybe
79,Jennifer Martin,837,yes
79,Jennifer Martin,869,maybe
79,Jennifer Martin,906,yes
79,Jennifer Martin,916,yes
79,Jennifer Martin,918,maybe
79,Jennifer Martin,931,maybe
79,Jennifer Martin,955,yes
79,Jennifer Martin,969,maybe
79,Jennifer Martin,978,yes
80,Megan Hamilton,101,maybe
80,Megan Hamilton,208,yes
80,Megan Hamilton,271,yes
80,Megan Hamilton,351,yes
80,Megan Hamilton,383,yes
80,Megan Hamilton,389,yes
80,Megan Hamilton,424,maybe
80,Megan Hamilton,562,yes
80,Megan Hamilton,643,yes
80,Megan Hamilton,644,maybe
80,Megan Hamilton,788,maybe
80,Megan Hamilton,847,yes
80,Megan Hamilton,966,maybe
81,Jennifer Matthews,32,yes
81,Jennifer Matthews,41,yes
81,Jennifer Matthews,73,maybe
81,Jennifer Matthews,182,maybe
81,Jennifer Matthews,192,yes
81,Jennifer Matthews,266,maybe
81,Jennifer Matthews,353,maybe
81,Jennifer Matthews,404,maybe
81,Jennifer Matthews,467,maybe
81,Jennifer Matthews,527,yes
81,Jennifer Matthews,534,yes
81,Jennifer Matthews,560,maybe
81,Jennifer Matthews,561,maybe
81,Jennifer Matthews,611,yes
81,Jennifer Matthews,695,yes
81,Jennifer Matthews,812,maybe
81,Jennifer Matthews,925,maybe
81,Jennifer Matthews,937,maybe
81,Jennifer Matthews,964,yes
82,Michael Carter,7,yes
82,Michael Carter,79,maybe
82,Michael Carter,81,yes
82,Michael Carter,88,maybe
82,Michael Carter,261,maybe
82,Michael Carter,298,yes
82,Michael Carter,391,yes
82,Michael Carter,411,maybe
82,Michael Carter,526,maybe
82,Michael Carter,545,yes
82,Michael Carter,623,yes
82,Michael Carter,634,yes
82,Michael Carter,821,maybe
82,Michael Carter,825,maybe
82,Michael Carter,838,yes
82,Michael Carter,846,yes
82,Michael Carter,912,yes
82,Michael Carter,925,yes
83,Daniel Hart,15,yes
83,Daniel Hart,34,maybe
83,Daniel Hart,56,yes
83,Daniel Hart,103,maybe
83,Daniel Hart,191,maybe
83,Daniel Hart,192,maybe
83,Daniel Hart,255,maybe
83,Daniel Hart,279,maybe
83,Daniel Hart,315,maybe
83,Daniel Hart,317,yes
83,Daniel Hart,329,maybe
83,Daniel Hart,410,maybe
83,Daniel Hart,436,maybe
83,Daniel Hart,445,yes
83,Daniel Hart,448,maybe
83,Daniel Hart,472,yes
83,Daniel Hart,546,maybe
83,Daniel Hart,547,yes
83,Daniel Hart,618,maybe
83,Daniel Hart,644,maybe
83,Daniel Hart,781,yes
83,Daniel Hart,785,yes
83,Daniel Hart,794,yes
83,Daniel Hart,816,maybe
83,Daniel Hart,929,yes
84,Wendy Hernandez,111,maybe
84,Wendy Hernandez,152,maybe
84,Wendy Hernandez,207,yes
84,Wendy Hernandez,250,maybe
84,Wendy Hernandez,280,yes
84,Wendy Hernandez,419,yes
84,Wendy Hernandez,518,yes
84,Wendy Hernandez,617,maybe
84,Wendy Hernandez,653,maybe
84,Wendy Hernandez,687,maybe
84,Wendy Hernandez,903,maybe
84,Wendy Hernandez,921,yes
84,Wendy Hernandez,927,maybe
84,Wendy Hernandez,969,yes
85,Kayla Morris,39,yes
85,Kayla Morris,68,yes
85,Kayla Morris,300,maybe
85,Kayla Morris,386,yes
85,Kayla Morris,416,maybe
85,Kayla Morris,443,yes
85,Kayla Morris,481,yes
85,Kayla Morris,510,maybe
85,Kayla Morris,511,yes
85,Kayla Morris,561,yes
85,Kayla Morris,636,maybe
85,Kayla Morris,687,yes
85,Kayla Morris,711,yes
85,Kayla Morris,787,yes
85,Kayla Morris,809,maybe
85,Kayla Morris,883,maybe
85,Kayla Morris,924,yes
85,Kayla Morris,975,yes
85,Kayla Morris,979,yes
86,Nicholas Allen,23,yes
86,Nicholas Allen,164,yes
86,Nicholas Allen,197,maybe
86,Nicholas Allen,228,maybe
86,Nicholas Allen,238,yes
86,Nicholas Allen,298,maybe
86,Nicholas Allen,404,maybe
86,Nicholas Allen,416,yes
86,Nicholas Allen,516,maybe
86,Nicholas Allen,556,maybe
86,Nicholas Allen,566,maybe
86,Nicholas Allen,588,maybe
86,Nicholas Allen,666,yes
86,Nicholas Allen,696,yes
86,Nicholas Allen,702,yes
86,Nicholas Allen,713,yes
86,Nicholas Allen,815,yes
86,Nicholas Allen,841,yes
86,Nicholas Allen,859,maybe
86,Nicholas Allen,924,yes
86,Nicholas Allen,929,yes
86,Nicholas Allen,941,yes
86,Nicholas Allen,951,yes
86,Nicholas Allen,965,yes
86,Nicholas Allen,982,maybe
86,Nicholas Allen,991,yes
86,Nicholas Allen,998,yes
575,Timothy Smith,42,maybe
575,Timothy Smith,47,yes
575,Timothy Smith,49,maybe
575,Timothy Smith,65,yes
575,Timothy Smith,68,maybe
575,Timothy Smith,171,maybe
575,Timothy Smith,172,maybe
575,Timothy Smith,192,maybe
575,Timothy Smith,210,maybe
575,Timothy Smith,334,yes
575,Timothy Smith,344,yes
575,Timothy Smith,354,maybe
575,Timothy Smith,384,yes
575,Timothy Smith,424,maybe
575,Timothy Smith,462,yes
575,Timothy Smith,580,yes
575,Timothy Smith,719,maybe
575,Timothy Smith,783,maybe
575,Timothy Smith,826,yes
575,Timothy Smith,944,yes
575,Timothy Smith,984,yes
88,Donald Cole,46,yes
88,Donald Cole,56,yes
88,Donald Cole,59,yes
88,Donald Cole,117,yes
88,Donald Cole,147,yes
88,Donald Cole,252,yes
88,Donald Cole,348,yes
88,Donald Cole,365,yes
88,Donald Cole,417,yes
88,Donald Cole,423,yes
88,Donald Cole,453,yes
88,Donald Cole,475,yes
88,Donald Cole,511,yes
88,Donald Cole,569,yes
88,Donald Cole,589,yes
88,Donald Cole,622,yes
88,Donald Cole,648,yes
88,Donald Cole,676,yes
88,Donald Cole,694,yes
88,Donald Cole,714,yes
88,Donald Cole,733,yes
88,Donald Cole,760,yes
88,Donald Cole,790,yes
88,Donald Cole,803,yes
88,Donald Cole,849,yes
88,Donald Cole,856,yes
88,Donald Cole,865,yes
88,Donald Cole,963,yes
2361,Michelle Best,11,maybe
2361,Michelle Best,12,yes
2361,Michelle Best,92,maybe
2361,Michelle Best,97,yes
2361,Michelle Best,103,maybe
2361,Michelle Best,133,yes
2361,Michelle Best,242,yes
2361,Michelle Best,260,maybe
2361,Michelle Best,299,yes
2361,Michelle Best,351,maybe
2361,Michelle Best,360,maybe
2361,Michelle Best,366,yes
2361,Michelle Best,368,maybe
2361,Michelle Best,391,yes
